ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumPurchasesTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue,Age_cat,Income_cat,MntTotal_cat,Recency_cat
702,1975,49,4171 days,2013-02-15,2n Cycle,Widow,47682,0,1,1,80,521,162,61,83,97,57,61,0,15,4,4,3,8,5,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[425.0, 845.0)",75_99
2004,1969,55,3956 days,2013-09-18,Graduation,Single,72679,0,1,1,65,1168,619,54,260,127,54,54,0,16,1,4,7,5,1,0,0,0,0,0,0,0,0,3,11,55_64,D5,"[845.0, 1265.0)",50_74
4769,1977,47,3683 days,2014-06-18,Master,Together,57954,1,1,2,52,493,456,4,24,0,0,9,0,16,7,8,2,6,7,0,0,0,1,0,0,1,0,3,11,45_54,D4,"[425.0, 845.0)",50_74
4437,1962,62,4103 days,2013-04-24,Graduation,Married,65316,1,1,2,65,260,112,6,92,3,9,38,0,10,2,3,2,5,4,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[256.0, 340.0)",50_74
8724,1982,42,4049 days,2013-06-17,Graduation,Single,28567,1,0,1,57,46,11,3,22,2,2,6,0,5,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",50_74
10741,1951,73,4116 days,2013-04-11,Master,Together,47352,0,1,1,70,319,172,12,112,8,0,15,0,12,4,6,1,5,7,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[256.0, 340.0)",50_74
1991,1967,57,3834 days,2014-01-18,Graduation,Together,44931,0,1,1,0,96,78,0,11,0,0,7,1,6,1,2,1,3,5,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[87.0, 171.0)",0_24
6931,1967,57,3806 days,2014-02-15,Graduation,Divorced,76982,0,0,0,19,1062,464,151,292,65,60,30,1,15,1,8,3,4,4,0,0,0,0,1,1,1,0,3,11,55_64,D5,"[845.0, 1265.0)",0_24
11096,1952,72,3997 days,2013-08-08,2n Cycle,Together,57247,0,1,1,50,232,99,4,32,37,54,6,0,10,2,2,1,7,2,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[171.0, 256.0)",50_74
304,1981,43,3860 days,2013-12-23,Master,Single,22944,1,0,1,67,76,19,3,19,4,5,26,0,6,3,3,0,3,7,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",50_74
3665,1977,47,3906 days,2013-11-07,2n Cycle,Together,25315,1,0,1,46,54,1,9,8,11,3,22,0,6,3,3,0,3,8,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",25_49
10591,1969,55,4364 days,2012-08-06,Graduation,Widow,43638,0,1,1,37,201,63,10,83,7,19,19,0,9,2,4,1,4,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[171.0, 256.0)",25_49
5036,1984,40,4250 days,2012-11-28,PhD,Single,42710,1,0,1,38,406,252,3,42,4,3,102,0,12,2,4,5,3,6,0,0,0,0,0,0,0,0,3,11,35_44,D3,"[340.0, 425.0)",25_49
5547,1982,42,3998 days,2013-08-07,PhD,Married,84169,0,0,0,9,1919,1478,19,403,0,19,0,1,19,1,7,6,6,3,0,0,0,1,1,1,2,0,3,11,35_44,D6,"[1685.0, 2105.0)",0_24
7822,1976,48,4062 days,2013-06-04,Graduation,Together,54058,0,1,1,56,662,198,18,252,32,108,54,0,18,2,4,6,8,3,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[425.0, 845.0)",50_74
8541,1990,34,3785 days,2014-03-08,2n Cycle,Married,24683,1,0,1,98,41,8,4,10,6,7,6,0,6,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,25_34,D2,"[2.0, 87.0)",75_99
10955,1964,60,3845 days,2014-01-07,Graduation,Widow,85620,0,0,0,68,1600,416,46,925,60,107,46,0,13,1,3,6,4,1,0,0,0,0,0,1,0,0,3,11,55_64,D6,"[1265.0, 1685.0)",50_74
4368,1980,44,3880 days,2013-12-03,Graduation,Married,47850,1,0,1,72,134,42,7,43,20,12,10,0,7,1,3,0,4,6,0,0,0,0,0,0,0,0,3,11,35_44,D3,"[87.0, 171.0)",50_74
9671,1968,56,3826 days,2014-01-26,Graduation,Married,19514,1,1,2,47,69,14,3,21,2,1,28,0,6,4,3,1,2,8,0,0,1,0,0,1,1,0,3,11,55_64,D2,"[2.0, 87.0)",25_49
2256,1973,51,3764 days,2014-03-29,Master,Married,27159,1,1,2,33,21,17,0,3,0,0,1,0,4,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",25_49
4279,1963,61,3762 days,2014-03-31,2n Cycle,Single,39548,1,1,2,87,54,15,4,10,3,4,18,0,5,2,1,1,3,3,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",75_99
5371,1989,35,3754 days,2014-04-08,Graduation,Single,21474,1,0,1,0,91,6,16,24,11,0,34,1,6,2,3,1,2,7,0,0,1,0,0,1,1,0,3,11,35_44,D2,"[87.0, 171.0)",0_24
9240,1971,53,3814 days,2014-02-07,PhD,Single,60504,0,1,1,73,526,458,0,24,6,4,34,0,16,2,6,2,8,6,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[425.0, 845.0)",50_74
9460,1963,61,4109 days,2013-04-18,Graduation,Married,22419,0,0,0,74,162,30,3,47,19,21,42,0,7,1,3,2,2,8,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[87.0, 171.0)",50_74
9504,1949,75,3907 days,2013-11-06,Master,Married,81698,0,0,0,4,1008,179,28,520,111,123,47,1,24,1,3,8,13,1,0,0,0,0,0,1,0,0,3,11,75_above,D5,"[845.0, 1265.0)",0_24
8692,1952,72,4327 days,2012-09-12,Graduation,Together,43462,1,1,2,50,240,90,17,97,15,6,15,0,10,6,4,1,5,8,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[171.0, 256.0)",50_74
448,1978,46,4157 days,2013-03-01,PhD,Single,54880,1,0,1,57,795,308,85,137,102,45,118,0,19,2,6,2,11,5,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[425.0, 845.0)",50_74
8314,1982,42,4122 days,2013-04-05,Graduation,Married,79908,0,0,0,30,1772,557,129,761,29,185,111,0,18,1,5,6,7,2,0,0,0,0,1,0,1,0,3,11,35_44,D5,"[1685.0, 2105.0)",25_49
8420,1970,54,4002 days,2013-08-03,2n Cycle,Married,15315,0,0,0,27,64,7,4,13,15,8,17,1,6,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,45_54,D1,"[2.0, 87.0)",25_49
3174,1959,65,4075 days,2013-05-22,Graduation,Together,87771,0,1,1,61,1957,1492,38,287,50,57,33,0,19,1,5,10,4,6,1,1,0,1,1,1,4,0,3,11,65_74,D6,"[1685.0, 2105.0)",50_74
7685,1978,46,3965 days,2013-09-09,Graduation,Married,33039,1,0,1,4,78,30,8,12,8,8,12,1,6,1,2,0,4,5,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",0_24
3179,1980,44,4050 days,2013-06-16,Graduation,Single,81741,0,0,0,75,1572,249,153,940,58,134,38,0,19,0,6,6,7,2,0,0,0,0,0,0,0,0,3,11,35_44,D5,"[1265.0, 1685.0)",75_99
9780,1971,53,4041 days,2013-06-25,Master,Together,71499,0,1,1,12,795,465,25,132,136,0,37,1,24,2,8,3,13,4,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[425.0, 845.0)",0_24
10681,1970,54,3837 days,2014-01-15,2n Cycle,Married,62466,0,1,1,13,889,129,129,259,168,121,83,1,21,5,6,3,12,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[845.0, 1265.0)",0_24
10232,1963,61,3908 days,2013-11-05,PhD,Divorced,48799,0,1,1,9,331,174,18,81,28,6,24,1,12,3,3,2,7,3,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[256.0, 340.0)",0_24
4184,1950,74,3694 days,2014-06-07,PhD,Together,52157,0,1,1,48,265,189,2,29,3,2,40,0,10,2,3,2,5,4,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[256.0, 340.0)",25_49
9120,1962,62,4243 days,2012-12-05,Graduation,Single,66565,0,1,1,80,1065,747,10,161,65,40,42,0,15,4,4,2,9,8,0,0,0,0,0,0,0,0,3,11,55_64,D5,"[845.0, 1265.0)",75_99
891,1951,73,3967 days,2013-09-07,Master,Together,29298,1,1,2,60,11,6,0,2,2,0,1,0,3,1,1,0,2,5,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[2.0, 87.0)",50_74
10381,1979,45,4031 days,2013-07-05,Graduation,Single,47691,0,1,1,43,21,14,0,3,0,0,4,0,3,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",25_49
3525,1970,54,4241 days,2012-12-07,Graduation,Together,38200,1,1,2,19,17,12,0,4,0,0,1,1,3,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",0_24
6818,1974,50,4327 days,2012-09-12,Graduation,Married,44989,0,1,1,26,369,98,0,106,49,10,106,1,11,5,5,1,5,6,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[340.0, 425.0)",25_49
3526,1968,56,3825 days,2014-01-27,PhD,Married,38443,1,1,2,58,38,32,0,5,0,0,1,0,4,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",50_74
8181,1978,46,3961 days,2013-09-13,2n Cycle,Single,38593,1,0,1,42,177,51,12,49,17,24,24,0,8,3,4,1,3,8,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[171.0, 256.0)",25_49
1029,1970,54,4004 days,2013-08-01,PhD,Together,64413,0,1,1,27,279,200,5,44,0,10,20,1,11,1,5,1,5,5,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[256.0, 340.0)",25_49
7369,1981,43,3942 days,2013-10-02,Master,Married,36959,1,0,1,56,62,25,6,25,6,0,0,0,5,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11,35_44,D3,"[2.0, 87.0)",50_74
2574,1977,47,4186 days,2013-01-31,PhD,Married,61996,0,1,1,27,1230,1050,12,144,0,0,24,1,18,3,6,4,8,5,1,1,0,1,0,1,3,0,3,11,45_54,D4,"[845.0, 1265.0)",25_49
8159,1968,56,3761 days,2014-04-01,Graduation,Married,51287,1,1,2,10,182,117,0,22,13,0,30,1,8,3,4,1,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[171.0, 256.0)",0_24
1160,1970,54,3982 days,2013-08-23,Graduation,Married,13260,1,1,2,48,49,9,4,17,10,2,7,0,6,4,3,0,3,8,0,0,0,0,0,0,0,0,3,11,45_54,D1,"[2.0, 87.0)",25_49
10242,1966,58,3958 days,2013-09-16,PhD,Together,47472,1,1,2,39,75,56,0,11,0,0,8,0,6,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",25_49
5253,1956,68,4027 days,2013-07-09,Master,Together,54603,1,1,2,85,227,145,13,46,17,2,4,0,10,6,4,2,4,7,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[171.0, 256.0)",75_99
5966,1974,50,4268 days,2012-11-10,PhD,Married,45207,1,1,2,64,215,203,0,10,0,0,2,0,10,5,3,1,6,6,0,0,0,1,0,0,1,0,3,11,45_54,D3,"[171.0, 256.0)",50_74
5314,1951,73,4140 days,2013-03-18,Graduation,Together,40689,0,1,1,69,444,270,3,27,39,6,99,0,13,7,7,1,5,8,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[425.0, 845.0)",50_74
5081,1967,57,3924 days,2013-10-20,2n Cycle,Together,47821,1,1,2,54,47,9,0,16,6,6,10,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",50_74
5123,1951,73,4112 days,2013-04-15,Master,Married,27450,0,0,0,57,143,37,12,23,8,11,52,0,6,1,2,1,3,7,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[87.0, 171.0)",50_74
5756,1983,41,3759 days,2014-04-03,Graduation,Together,39453,1,0,1,64,55,46,0,7,0,0,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11,35_44,D3,"[2.0, 87.0)",50_74
8036,1971,53,3744 days,2014-04-18,2n Cycle,Together,26850,1,1,2,10,63,31,1,13,7,2,9,1,7,4,2,1,4,4,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",0_24
9058,1955,69,4316 days,2012-09-23,Graduation,Widow,79800,0,0,0,65,1867,1060,21,530,32,0,224,0,21,1,5,11,5,3,1,0,1,0,1,1,3,0,3,11,65_74,D5,"[1685.0, 2105.0)",50_74
5057,1961,63,3960 days,2013-09-14,Master,Married,61794,0,1,1,74,611,264,47,188,54,47,11,0,18,2,4,4,10,2,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",50_74
254,1955,69,3715 days,2014-05-17,Graduation,Together,53863,0,1,1,4,473,399,4,30,6,4,30,1,15,3,7,1,7,7,0,0,0,1,0,0,1,0,3,11,65_74,D4,"[425.0, 845.0)",0_24
4179,1959,65,3985 days,2013-08-20,Graduation,Together,24221,0,0,0,94,55,8,9,9,2,5,22,0,5,1,1,1,3,4,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[2.0, 87.0)",75_99
3710,1984,40,4297 days,2012-10-12,PhD,Single,39684,1,0,1,41,81,19,0,35,6,4,17,0,5,2,2,1,2,7,0,0,0,0,0,1,0,1,3,11,35_44,D3,"[2.0, 87.0)",25_49
7627,1975,49,4236 days,2012-12-12,Master,Married,92163,0,0,0,25,2086,817,183,797,106,163,20,1,21,0,5,11,5,2,1,0,0,0,1,1,2,0,3,11,45_54,D6,"[1685.0, 2105.0)",25_49
4501,1965,59,3903 days,2013-11-10,Master,Single,69882,0,0,0,94,1478,292,127,635,132,127,165,0,19,1,3,7,9,1,0,0,0,0,0,0,0,0,3,11,55_64,D5,"[1265.0, 1685.0)",75_99
6424,1977,47,3822 days,2014-01-30,Graduation,Together,33178,1,0,1,9,49,12,6,2,11,2,16,1,4,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",0_24
3075,1972,52,3963 days,2013-09-11,PhD,Married,59973,0,0,0,47,382,130,30,168,20,34,0,0,14,1,3,4,7,1,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[340.0, 425.0)",25_49
4992,1975,49,3955 days,2013-09-19,Master,Together,17459,1,0,1,12,69,6,4,16,3,10,30,1,6,3,3,1,2,7,0,0,0,0,0,1,0,0,3,11,45_54,D1,"[2.0, 87.0)",0_24
5252,1969,55,4283 days,2012-10-26,Graduation,Divorced,23910,1,0,1,80,67,16,12,18,7,1,13,0,5,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[2.0, 87.0)",75_99
7444,1969,55,3925 days,2013-10-19,Master,Married,42169,1,1,2,20,30,19,0,9,0,0,2,1,4,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",0_24
6919,1978,46,4062 days,2013-06-04,2n Cycle,Married,26224,1,0,1,39,63,4,7,15,13,9,15,0,6,3,2,1,3,6,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",25_49
3537,1981,43,4353 days,2012-08-17,Graduation,Together,31089,1,0,1,57,79,31,3,31,2,8,4,0,7,3,3,0,4,8,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",50_74
10277,1961,63,4165 days,2013-02-21,Graduation,Single,30081,0,1,1,27,42,36,0,2,0,0,4,1,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[2.0, 87.0)",25_49
2453,1960,64,4339 days,2012-08-31,Graduation,Together,62807,0,1,1,83,819,526,28,135,10,21,99,0,20,3,5,3,12,5,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",75_99
7972,1955,69,3957 days,2013-09-17,Graduation,Single,72906,0,0,0,79,1151,400,32,519,71,75,54,0,16,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11,65_74,D5,"[845.0, 1265.0)",75_99
895,1948,76,4239 days,2012-12-09,PhD,Married,61467,0,2,2,69,594,410,16,114,0,5,49,0,17,3,5,2,10,5,0,0,0,0,0,0,0,0,3,11,75_above,D4,"[425.0, 845.0)",50_74
1177,1966,58,4191 days,2013-01-26,Master,Together,49618,1,1,2,77,129,80,3,26,4,2,14,0,7,4,3,1,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[87.0, 171.0)",75_99
7141,1986,38,4219 days,2012-12-29,Master,Single,21888,1,0,1,15,213,88,10,46,2,3,64,1,8,4,5,1,2,10,0,0,0,0,0,1,0,0,3,11,35_44,D2,"[171.0, 256.0)",0_24
7232,1973,51,3810 days,2014-02-11,Graduation,Widow,42429,0,1,1,99,67,55,0,6,2,0,4,0,5,2,1,1,3,5,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",75_99
8477,1956,68,4147 days,2013-03-11,Graduation,Divorced,26150,2,1,3,61,28,5,1,13,3,5,1,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[2.0, 87.0)",50_74
2457,1975,49,4283 days,2012-10-26,Basic,Married,30801,0,1,1,23,45,8,4,5,15,2,11,1,4,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",0_24
988,1965,59,3725 days,2014-05-07,Graduation,Married,81168,0,0,0,84,1193,410,0,592,147,22,22,0,17,1,6,4,7,3,1,0,0,0,0,0,1,0,3,11,55_64,D5,"[845.0, 1265.0)",75_99
7930,1969,55,3986 days,2013-08-19,Master,Single,26877,0,0,0,74,268,101,13,76,20,18,40,0,10,2,3,1,6,6,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[256.0, 340.0)",50_74
4587,1944,80,4018 days,2013-07-18,Master,Widow,45006,0,0,0,90,266,162,25,53,16,0,10,0,11,1,3,1,7,3,0,0,0,0,0,0,0,0,3,11,75_above,D3,"[256.0, 340.0)",75_99
6682,1973,51,4237 days,2012-12-11,Basic,Married,18978,1,0,1,41,37,2,8,1,4,7,15,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",25_49
6222,1967,57,3916 days,2013-10-28,Graduation,Married,22574,2,1,3,28,37,25,0,8,2,0,2,1,5,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[2.0, 87.0)",25_49
10299,1969,55,4269 days,2012-11-09,PhD,Single,48240,0,0,0,73,882,389,91,248,64,49,41,0,22,3,6,3,13,5,0,0,0,0,0,1,0,0,3,11,55_64,D3,"[845.0, 1265.0)",50_74
3083,1974,50,4010 days,2013-07-26,Graduation,Married,45837,1,1,2,88,373,215,13,87,17,17,24,0,13,5,6,2,5,7,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[340.0, 425.0)",75_99
8953,1965,59,4091 days,2013-05-06,Master,Single,35791,2,1,3,94,35,27,0,5,0,0,3,0,4,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",75_99
1503,1976,48,4063 days,2013-06-03,PhD,Together,162397,1,1,2,31,107,85,1,16,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11,45_54,D10,"[87.0, 171.0)",25_49
8650,1978,46,4140 days,2013-03-18,Graduation,Widow,54162,1,1,2,31,42,5,6,10,6,5,10,0,4,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[2.0, 87.0)",25_49
10862,1960,64,4353 days,2012-08-17,Master,Married,30522,0,1,1,6,326,179,8,83,19,11,26,1,12,5,1,2,9,2,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[256.0, 340.0)",0_24
2782,1961,63,4025 days,2013-07-11,PhD,Married,54456,0,1,1,23,404,352,0,27,10,0,15,1,14,3,6,1,7,6,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[340.0, 425.0)",0_24
6941,1971,53,4022 days,2013-07-14,Graduation,Single,31632,0,0,0,92,95,17,8,12,11,15,32,0,5,1,2,1,2,7,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[87.0, 171.0)",75_99
10972,1949,75,3783 days,2014-03-10,Graduation,Widow,72298,0,0,0,52,939,625,35,169,58,17,35,0,13,1,4,3,6,1,0,0,0,1,1,0,2,0,3,11,75_above,D5,"[845.0, 1265.0)",50_74
10708,1978,46,3855 days,2013-12-28,2n Cycle,Single,36975,1,0,1,50,33,10,6,11,0,4,2,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",50_74
6583,1955,69,4063 days,2013-06-03,2n Cycle,Married,72635,0,0,0,54,981,390,22,323,104,35,107,0,20,1,6,8,6,3,1,0,0,0,0,0,1,0,3,11,65_74,D5,"[845.0, 1265.0)",50_74
3641,1976,48,4197 days,2013-01-20,Graduation,Married,13624,1,0,1,93,36,10,2,15,2,1,6,0,5,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11,45_54,D1,"[2.0, 87.0)",75_99
10156,1975,49,4063 days,2013-06-03,Graduation,Single,84196,0,1,1,56,1237,215,63,507,231,31,190,0,19,1,8,4,7,3,0,0,0,0,0,0,0,0,3,11,45_54,D6,"[845.0, 1265.0)",50_74
4299,1960,64,4318 days,2012-09-21,Graduation,Together,70971,0,1,1,28,1825,1001,17,572,93,125,17,1,27,7,11,11,5,7,0,0,0,0,0,1,0,0,3,11,55_64,D5,"[1685.0, 2105.0)",25_49
3469,1977,47,4333 days,2012-09-06,PhD,Divorced,34487,1,1,2,94,103,19,18,33,24,1,8,0,6,3,3,0,3,9,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[87.0, 171.0)",75_99
5063,1977,47,4230 days,2012-12-18,Graduation,Single,28769,1,0,1,76,191,41,5,129,10,3,3,0,9,3,4,1,4,9,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[171.0, 256.0)",75_99
10727,1970,54,3894 days,2013-11-19,PhD,Married,69084,1,0,1,43,1586,1181,107,199,39,30,30,0,23,2,7,3,13,8,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[1265.0, 1685.0)",25_49
9624,1958,66,3688 days,2014-06-13,PhD,Together,65488,0,0,0,46,963,603,45,207,36,18,54,0,13,1,3,4,6,1,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[845.0, 1265.0)",25_49
5156,1970,54,3837 days,2014-01-15,2n Cycle,Married,62466,0,1,1,13,889,129,129,259,168,121,83,1,21,5,6,3,12,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[845.0, 1265.0)",0_24
4376,1960,64,3806 days,2014-02-15,2n Cycle,Single,32218,0,0,0,27,93,10,24,15,13,1,30,1,6,1,2,1,3,7,0,0,1,0,0,1,1,0,3,11,55_64,D2,"[87.0, 171.0)",25_49
8923,1973,51,4109 days,2013-04-18,Graduation,Single,83917,0,0,0,12,1587,514,22,732,42,198,79,1,20,1,6,7,7,3,0,0,0,0,0,1,0,0,3,11,45_54,D6,"[1265.0, 1685.0)",0_24
8461,1962,62,3783 days,2014-03-10,Graduation,Divorced,46102,2,1,3,3,16,14,0,1,0,0,1,1,3,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",0_24
6945,1952,72,4062 days,2013-06-04,Graduation,Single,84574,0,0,0,72,1375,387,20,713,38,54,163,0,31,1,9,11,11,5,0,0,0,0,0,0,0,0,3,11,65_74,D6,"[1265.0, 1685.0)",50_74
944,1962,62,4209 days,2013-01-08,Graduation,Married,56181,0,1,1,6,393,121,103,69,8,44,48,1,13,1,4,2,7,4,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[340.0, 425.0)",0_24
1907,1950,74,4311 days,2012-09-28,Master,Divorced,63120,0,1,1,53,1477,965,69,279,54,41,69,0,21,5,8,4,9,7,0,0,0,0,0,1,0,0,3,11,65_74,D4,"[1265.0, 1685.0)",50_74
701,1971,53,3907 days,2013-11-06,Graduation,Married,73691,0,1,1,58,1179,707,21,250,85,43,73,0,16,2,6,2,8,2,0,0,1,0,0,0,1,0,3,11,45_54,D5,"[845.0, 1265.0)",50_74
3856,1960,64,4304 days,2012-10-05,Graduation,Together,63381,0,1,1,78,1005,571,50,142,33,50,159,0,22,4,4,5,13,2,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[845.0, 1265.0)",75_99
4149,1948,76,3719 days,2014-05-13,PhD,Together,76140,0,0,0,57,1348,586,66,653,17,0,26,0,20,1,5,9,6,2,0,0,0,0,0,0,0,0,3,11,75_above,D5,"[1265.0, 1685.0)",50_74
2131,1959,65,4218 days,2012-12-30,PhD,Divorced,62859,0,1,1,37,1307,1063,89,102,16,12,25,0,19,4,9,4,6,6,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[1265.0, 1685.0)",25_49
2942,1964,60,4090 days,2013-05-07,Graduation,Single,45906,0,1,1,20,486,305,3,27,4,3,144,1,13,2,5,4,4,5,0,0,1,0,0,0,1,0,3,11,55_64,D3,"[425.0, 845.0)",0_24
1173,1947,77,4148 days,2013-03-10,Master,Together,77632,0,0,0,73,2252,1200,105,758,0,42,147,0,12,1,4,2,6,2,0,0,0,1,1,1,2,0,3,11,75_above,D5,"[2105.0, 2525.0)",50_74
4381,1971,53,3987 days,2013-08-18,PhD,Married,46463,1,1,2,56,235,163,2,40,8,11,11,0,10,7,3,1,6,6,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[171.0, 256.0)",50_74
4611,1970,54,4196 days,2013-01-21,Graduation,Together,105471,0,0,0,36,1724,1009,181,104,202,21,207,0,30,0,9,8,13,3,1,0,0,0,1,1,2,0,3,11,45_54,D7,"[1685.0, 2105.0)",25_49
3376,1970,54,3870 days,2013-12-13,Master,Divorced,55282,1,0,1,9,235,125,6,73,8,4,19,1,10,1,3,1,6,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[171.0, 256.0)",0_24
4679,1977,47,3709 days,2014-05-23,Master,Married,78710,0,1,1,42,1092,721,0,152,119,50,50,0,25,3,7,6,12,4,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[845.0, 1265.0)",25_49
10928,1958,66,3958 days,2013-09-16,Graduation,Together,66886,0,1,1,28,599,315,4,62,41,31,146,1,15,2,7,1,7,5,0,0,0,0,0,0,0,0,3,11,65_74,D5,"[425.0, 845.0)",25_49
4248,1960,64,3804 days,2014-02-17,Master,Single,98777,0,0,0,23,2008,1000,19,711,125,115,38,1,19,0,4,6,9,1,0,0,0,1,0,0,1,0,3,11,55_64,D7,"[1685.0, 2105.0)",0_24
6728,1985,39,4343 days,2012-08-27,Graduation,Together,29103,1,0,1,38,48,16,0,17,6,3,6,0,4,2,1,0,3,9,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",25_49
6661,1974,50,4358 days,2012-08-12,Graduation,Married,67445,0,1,1,63,1174,757,80,217,29,80,11,0,27,5,9,6,12,6,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[845.0, 1265.0)",50_74
